source_file,item_id,title,date,source_url,phys_format,dig_format,rights
data/ftu_lib_metadata/item_metadata-ppmscd.00084.json,91787443,"Carnegie Library, Cordele, Georgia",1916-01-01,https://www.loc.gov/item/91787443/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",image,No known restrictions on publication.
