source_file,item_id,title,date,source_url,phys_format,dig_format,rights
data/ftu_lh_metadata/item_metadata-ppmsca.58709.json,2006678920,Frank Schubert polishes the station's lens once a week / World Telegram & Sun photo by Higgins.,1961-01-01,https://www.loc.gov/item/2006678920/,"{'photo, print, drawing': 'https://www.loc.gov/search/?fa=original_format:photo,+print,+drawing&fo=json'}",image,"No known copyright restriction. For information see ""New York World-Telegram & ...,"" https://www.loc.gov/rr/print/res/076_nyw.html"
